"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","homeTeamScoreChart","awayTeamScoreChart","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType"
"Gold Coast Suns Vs Fremantle",2013-05-04 09:40:00,"CONCLUDED","CD_M20130140606","CD_V81","2013-05-04T09:40:00","CD_T1000","CD_T60","CD_R201301406","2013-05-04T19:40:00","GCFC V FRE","#AFLSunsFreo","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Fremantle",NA,"CD_T60","FRE","Freo","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140606",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,54,7,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,99,15,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Fine, sunny.",26,"CLEAR_NIGHT"
"Sydney Swans Vs Brisbane Lions",2013-05-05 03:10:00,"CONCLUDED","CD_M20130140607","CD_V60","2013-05-05T03:10:00","CD_T160","CD_T20","CD_R201301406","2013-05-05T13:10:00","SYD V BL","#AFLSwansLions","Sydney Swans",NA,"CD_T160","SYD","Swans","Brisbane Lions",NA,"CD_T20","BL","Lions","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140607",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,115,17,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,55,8,7,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",20,"OVERCAST"
"Carlton Vs Melbourne",2013-05-05 05:20:00,"CONCLUDED","CD_M20130140608","CD_V40","2013-05-05T05:20:00","CD_T30","CD_T90","CD_R201301406","2013-05-05T15:20:00","CARL V MELB","#AFLBluesDees","Carlton",NA,"CD_T30","CARL","Blues","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140608",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,121,18,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,60,8,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",22,"MOSTLY_SUNNY"
"West Coast Eagles Vs Western Bulldogs",2013-05-05 06:40:00,"CONCLUDED","CD_M20130140609","CD_V70","2013-05-05T06:40:00","CD_T150","CD_T140","CD_R201301406","2013-05-05T14:40:00","WCE V WB","#AFLEaglesDogs","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140609",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,137,21,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,67,10,7,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",27,"OVERCAST"
"Geelong Cats Vs Essendon",2013-05-10 09:50:00,"CONCLUDED","CD_M20130140701","CD_V190","2013-05-10T09:50:00","CD_T70","CD_T50","CD_R201301407","2013-05-10T19:50:00","GEEL V ESS","#AFLCatsDons","Geelong Cats",NA,"CD_T70","GEEL","Cats","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140701",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,113,17,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",6,NA,85,11,19,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear.",21,"CLEAR_NIGHT"
"Port Adelaide Vs Richmond",2013-05-11 03:45:00,"CONCLUDED","CD_M20130140702","CD_V10","2013-05-11T03:45:00","CD_T110","CD_T120","CD_R201301407","2013-05-11T13:15:00","PORT V RICH","#AFLPowerTigers","Port Adelaide",NA,"CD_T110","PORT","Power","Richmond",NA,"CD_T120","RICH","Tigers","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140702",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,73,10,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,114,18,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A little late rain.",27,"SUNNY"
"Brisbane Lions Vs West Coast Eagles",2013-05-11 04:10:00,"CONCLUDED","CD_M20130140703","CD_V20","2013-05-11T04:10:00","CD_T20","CD_T150","CD_R201301407","2013-05-11T14:10:00","BL V WCE","#AFLLionsEagles","Brisbane Lions",NA,"CD_T20","BL","Lions","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140703",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,82,12,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,108,17,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",23,"RAIN"
"Western Bulldogs Vs North Melbourne",2013-05-11 06:40:00,"CONCLUDED","CD_M20130140704","CD_V190","2013-05-11T06:40:00","CD_T140","CD_T100","CD_R201301407","2013-05-11T16:40:00","WB V NMFC","#AFLDogsNorth","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140704",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,97,15,7,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,151,22,19,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Clear.",25,"SUNNY"
"Hawthorn Vs Sydney Swans",2013-05-11 09:40:00,"CONCLUDED","CD_M20130140705","CD_V40","2013-05-11T09:40:00","CD_T80","CD_T160","CD_R201301407","2013-05-11T19:40:00","HAW V SYD","#AFLHawksSwans","Hawthorn",NA,"CD_T80","HAW","Hawks","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140705",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,119,18,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,82,12,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Clear. Mild.",22,"CLEAR_NIGHT"
"Fremantle Vs Collingwood",2013-05-11 09:40:00,"CONCLUDED","CD_M20130140706","CD_V70","2013-05-11T09:40:00","CD_T60","CD_T40","CD_R201301407","2013-05-11T17:40:00","FRE V COLL","#AFLFreoPies","Fremantle",NA,"CD_T60","FRE","Freo","Collingwood",NA,"CD_T40","COLL","Magpies","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140706",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,100,15,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,73,10,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear.",18,"MOSTLY_SUNNY"
"GWS Giants Vs Adelaide Crows",2013-05-12 03:10:00,"CONCLUDED","CD_M20130140707","CD_V43","2013-05-12T03:10:00","CD_T1010","CD_T10","CD_R201301407","2013-05-12T13:10:00","GWS V ADEL","#AFLGiantsCrows","GWS Giants",NA,"CD_T1010","GWS","Giants","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140707",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,52,7,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,187,29,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",18,"SUNNY"
"Melbourne Vs Gold Coast Suns",2013-05-12 06:40:00,"CONCLUDED","CD_M20130140708","CD_V40","2013-05-12T06:40:00","CD_T90","CD_T1000","CD_R201301407","2013-05-12T16:40:00","MELB V GCFC","#AFLDeesSuns","Melbourne",NA,"CD_T90","MELB","Demons","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140708",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,54,7,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,114,16,18,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Late rain.",22,"OVERCAST"
"St Kilda Vs Carlton",2013-05-13 09:40:00,"CONCLUDED","CD_M20130140709","CD_V190","2013-05-13T09:40:00","CD_T130","CD_T30","CD_R201301407","2013-05-13T19:40:00","STK V CARL","#AFLSaintsBlues","St Kilda",NA,"CD_T130","STK","Saints","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 7","2013","CD_R201301407","Rd 7","CD_S2013014",7,"CONCLUDED","CD_M20130140709",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,77,11,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,68,9,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Passing Clouds. Cool.",11,"MOSTLY_SUNNY"
"West Coast Eagles Vs North Melbourne",2013-05-17 10:40:00,"CONCLUDED","CD_M20130140801","CD_V70","2013-05-17T10:40:00","CD_T150","CD_T100","CD_R201301408","2013-05-17T18:40:00","WCE V NMFC","#AFLEaglesNorth","West Coast Eagles",NA,"CD_T150","WCE","Eagles","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140801",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,90,12,18,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,88,13,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",19,"MOSTLY_CLEAR"
"Essendon Vs Brisbane Lions",2013-05-18 03:45:00,"CONCLUDED","CD_M20130140802","CD_V190","2013-05-18T03:45:00","CD_T50","CD_T20","CD_R201301408","2013-05-18T13:45:00","ESS V BL","#AFLDonsLions","Essendon",NA,"CD_T50","ESS","Bombers","Brisbane Lions",NA,"CD_T20","BL","Lions","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140802",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,86,12,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,96,14,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly cloudy.",13,"OVERCAST"
"Hawthorn Vs GWS Giants",2013-05-18 04:10:00,"CONCLUDED","CD_M20130140803","CD_V200","2013-05-18T04:10:00","CD_T80","CD_T1010","CD_R201301408","2013-05-18T14:10:00","HAW V GWS","#AFLHawksGiants","Hawthorn",NA,"CD_T80","HAW","Hawks","GWS Giants",NA,"CD_T1010","GWS","Giants","Launceston","University of Tasmania Stadium","TAS","Australia/Hobart","CD_V200","UTAS",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140803",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,140,21,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,57,9,3,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",12,"MOSTLY_SUNNY"
"Gold Coast Suns Vs Western Bulldogs",2013-05-18 06:40:00,"CONCLUDED","CD_M20130140804","CD_V81","2013-05-18T06:40:00","CD_T1000","CD_T140","CD_R201301408","2013-05-18T16:40:00","GCFC V WB","#AFLSunsDogs","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140804",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,93,13,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,61,8,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Fine, clear.",21,"SUNNY"
"Collingwood Vs Geelong Cats",2013-05-18 09:40:00,"CONCLUDED","CD_M20130140805","CD_V40","2013-05-18T09:40:00","CD_T40","CD_T70","CD_R201301408","2013-05-18T19:40:00","COLL V GEEL","#AFLPiesCats","Collingwood",NA,"CD_T40","COLL","Magpies","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140805",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,102,15,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,96,14,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",12,"MOSTLY_SUNNY"
"Sydney Swans Vs Fremantle",2013-05-18 09:40:00,"CONCLUDED","CD_M20130140806","CD_V60","2013-05-18T09:40:00","CD_T160","CD_T60","CD_R201301408","2013-05-18T19:40:00","SYD V FRE","#AFLSwansFreo","Sydney Swans",NA,"CD_T160","SYD","Swans","Fremantle",NA,"CD_T60","FRE","Freo","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140806",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,70,11,4,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,70,9,16,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear.",16,"MOSTLY_SUNNY"
"Carlton Vs Port Adelaide",2013-05-19 03:10:00,"CONCLUDED","CD_M20130140807","CD_V190","2013-05-19T03:10:00","CD_T30","CD_T110","CD_R201301408","2013-05-19T13:10:00","CARL V PORT","#AFLBluesPower","Carlton",NA,"CD_T30","CARL","Blues","Port Adelaide",NA,"CD_T110","PORT","Power","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140807",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,109,16,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,91,14,7,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",17,"OVERCAST"
"Richmond Vs Melbourne",2013-05-19 05:20:00,"CONCLUDED","CD_M20130140808","CD_V40","2013-05-19T05:20:00","CD_T120","CD_T90","CD_R201301408","2013-05-19T15:20:00","RICH V MELB","#AFLTigersDees","Richmond",NA,"CD_T120","RICH","Tigers","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140808",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,106,15,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,72,11,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",17,"OVERCAST"
"Adelaide Crows Vs St Kilda",2013-05-19 06:40:00,"CONCLUDED","CD_M20130140809","CD_V10","2013-05-19T06:40:00","CD_T10","CD_T130","CD_R201301408","2013-05-19T16:10:00","ADEL V STK","#AFLCrowsSaints","Adelaide Crows",NA,"CD_T10","ADEL","Crows","St Kilda",NA,"CD_T130","STK","Saints","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 8","2013","CD_R201301408","Rd 8","CD_S2013014",8,"CONCLUDED","CD_M20130140809",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,87,12,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,47,6,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",21,"MOSTLY_SUNNY"
"Collingwood Vs Sydney Swans",2013-05-24 09:50:00,"CONCLUDED","CD_M20130140901","CD_V40","2013-05-24T09:50:00","CD_T40","CD_T160","CD_R201301409","2013-05-24T19:50:00","COLL V SYD","#AFLPiesSwans","Collingwood",NA,"CD_T40","COLL","Magpies","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 9","2013","CD_R201301409","Rd 9","CD_S2013014",9,"CONCLUDED","CD_M20130140901",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,55,8,7,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,102,15,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",14,"MOSTLY_CLEAR"
"Port Adelaide Vs Geelong Cats",2013-05-25 03:45:00,"CONCLUDED","CD_M20130140902","CD_V10","2013-05-25T03:45:00","CD_T110","CD_T70","CD_R201301409","2013-05-25T13:15:00","PORT V GEEL","#AFLPowerCats","Port Adelaide",NA,"CD_T110","PORT","Power","Geelong Cats",NA,"CD_T70","GEEL","Cats","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 9","2013","CD_R201301409","Rd 9","CD_S2013014",9,"CONCLUDED","CD_M20130140902",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,68,9,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,116,18,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",17,"OVERCAST"
"GWS Giants Vs West Coast Eagles",2013-05-25 04:10:00,"CONCLUDED","CD_M20130140903","CD_V43","2013-05-25T04:10:00","CD_T1010","CD_T150","CD_R201301409","2013-05-25T14:10:00","GWS V WCE","#AFLGiantsEagles","GWS Giants",NA,"CD_T1010","GWS","Giants","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 9","2013","CD_R201301409","Rd 9","CD_S2013014",9,"CONCLUDED","CD_M20130140903",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,55,8,7,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,155,23,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",19,"MOSTLY_SUNNY"
